"事故類型及型態子類別名稱","發生年度","發生月份","發生日期","發生時間","天候名稱","光線名稱","速限.第1當事者","道路型態子類別名稱","事故位置子類別名稱","路面狀況.路面鋪裝名稱","路面狀況.路面狀態名稱","道路障礙.視距品質名稱","號誌.號誌動作名稱","車道劃分設施.分向設施大類別名稱","車道劃分設施.分道設施.快慢車道間名稱","車道劃分設施.分道設施.路面邊線名稱","當事者事故發生時年齡","行動電話或電腦或其他相類功能裝置名稱","經度","緯度","縣市","鄉鎮"
"路口交岔撞","2019",4,1,5,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",44,"未使用",121.297751,25.017911,"桃園市","桃園區"
"撞號誌、標誌桿","2019",4,1,10,"晴","日間自然光線",50,"彎曲路及附近","機車優先道","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",42,"未使用",121.226525,24.896404,"桃園市","平鎮區"
"穿越道路中","2019",4,1,10,"晴","日間自然光線",30,"巷弄","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",60,"非汽(機)車駕駛人",121.543627,25.062918,"臺北市","中山區"
"穿越道路中","2019",4,1,10,"晴","日間自然光線",30,"巷弄","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",47,"未使用",121.543627,25.062918,"臺北市","中山區"
"穿越道路中","2019",4,1,18,"晴","夜間(或隧道、地下道、涵洞)無照明",50,"三岔路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",35,"未使用",120.813713,24.632806,"苗栗縣","後龍鎮"
"穿越道路中","2019",4,1,18,"晴","夜間(或隧道、地下道、涵洞)無照明",50,"三岔路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",61,"非汽(機)車駕駛人",120.813713,24.632806,"苗栗縣","後龍鎮"
"追撞","2019",4,1,19,"晴","夜間(或隧道、地下道、涵洞)有照明",70,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",85,"不明",120.309322,23.01368,"臺南市","新化區"
"追撞","2019",4,1,19,"晴","夜間(或隧道、地下道、涵洞)有照明",70,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",26,"未使用",120.309322,23.01368,"臺南市","新化區"
"追撞","2019",4,1,19,"晴","夜間(或隧道、地下道、涵洞)有照明",70,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",83,"非汽(機)車駕駛人",120.309322,23.01368,"臺南市","新化區"
"追撞","2019",4,1,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",66,"未使用",120.834454,22.011364,"屏東縣","滿州鄉"
"追撞","2019",4,1,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",78,"未使用",120.834454,22.011364,"屏東縣","滿州鄉"
"同向擦撞","2019",4,2,4,"陰","夜間(或隧道、地下道、涵洞)無照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",88,"不明",120.500544,23.994274,"彰化縣","埔鹽鄉"
"同向擦撞","2019",4,2,4,"陰","夜間(或隧道、地下道、涵洞)無照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",43,"不明",120.500544,23.994274,"彰化縣","埔鹽鄉"
"側撞","2019",4,2,10,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",50,"未使用",121.591667,23.92709,"花蓮縣","吉安鄉"
"側撞","2019",4,2,10,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",65,"未使用",121.591667,23.92709,"花蓮縣","吉安鄉"
"同向擦撞","2019",4,2,20,"晴","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",25,"非汽(機)車駕駛人",120.703651,24.489706,"苗栗縣","通霄鎮"
"同向擦撞","2019",4,2,20,"晴","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",39,"未使用",120.703651,24.489706,"苗栗縣","通霄鎮"
"同向擦撞","2019",4,2,20,"晴","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",43,"未使用",120.703651,24.489706,"苗栗縣","通霄鎮"
"同向擦撞","2019",4,2,20,"晴","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",22,"不明",120.703651,24.489706,"苗栗縣","通霄鎮"
"撞路樹、電桿","2019",4,3,3,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",45,"不明",120.427218,23.36825,"臺南市","白河區"
"側撞","2019",4,3,6,"晴","日間自然光線",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",24,"未使用",120.258515,22.769816,"高雄市","彌陀區"
"側撞","2019",4,3,6,"晴","日間自然光線",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",61,"未使用",120.258515,22.769816,"高雄市","彌陀區"
"穿越道路中","2019",4,3,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",55,"",120.378436,23.899396,"彰化縣","二林鎮"
"穿越道路中","2019",4,3,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",20,"未使用",120.378436,23.899396,"彰化縣","二林鎮"
"穿越道路中","2019",4,3,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",38,"未使用",120.378436,23.899396,"彰化縣","二林鎮"
"穿越道路中","2019",4,3,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",85,"非汽(機)車駕駛人",120.378436,23.899396,"彰化縣","二林鎮"
"穿越道路中","2019",4,3,20,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",24,"未使用",120.372059,23.903619,"彰化縣","二林鎮"
"穿越道路中","2019",4,3,20,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",75,"非汽(機)車駕駛人",120.372059,23.903619,"彰化縣","二林鎮"
"撞護欄(樁)","2019",4,3,20,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","路肩、路緣","柏油","濕潤","良好","無號誌","中央分向島","寛式快慢車道分隔島(50公分以上)","有",22,"未使用",121.12512,25.036985,"桃園市","觀音區"
"對撞","2019",4,4,16,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",51,"未使用",120.593878,24.28907,"臺中市","清水區"
"對撞","2019",4,4,16,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",71,"非汽(機)車駕駛人",120.593878,24.28907,"臺中市","清水區"
"側撞","2019",4,5,5,"晴","夜間(或隧道、地下道、涵洞)無照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",46,"不明",120.958128,24.799386,"新竹市","北區"
"側撞","2019",4,5,5,"晴","夜間(或隧道、地下道、涵洞)無照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",78,"非汽(機)車駕駛人",120.958128,24.799386,"新竹市","北區"
"側撞","2019",4,5,5,"晴","夜間(或隧道、地下道、涵洞)無照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",32,"非汽(機)車駕駛人",120.958128,24.799386,"新竹市","北區"
"側撞","2019",4,5,5,"晴","夜間(或隧道、地下道、涵洞)無照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",31,"未使用",120.958128,24.799386,"新竹市","北區"
"側撞","2019",4,5,5,"晴","夜間(或隧道、地下道、涵洞)無照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",86,"未使用",120.958128,24.799386,"新竹市","北區"
"側撞","2019",4,5,7,"陰","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",83,"不明",120.326695,23.860868,"彰化縣","大城鄉"
"側撞","2019",4,5,7,"陰","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",25,"未使用",120.326695,23.860868,"彰化縣","大城鄉"
"路口交岔撞","2019",4,5,14,"晴","日間自然光線",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",54,"不明",120.278781,23.481178,"嘉義縣","朴子市"
"路口交岔撞","2019",4,5,14,"晴","日間自然光線",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",90,"非汽(機)車駕駛人",120.278781,23.481178,"嘉義縣","朴子市"
"追撞","2019",4,5,15,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",17,"不明",120.362743,24.00428,"彰化縣","芳苑鄉"
"追撞","2019",4,5,15,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",28,"不明",120.362743,24.00428,"彰化縣","芳苑鄉"
"對撞","2019",4,5,16,"晴","日間自然光線",60,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",57,"未使用",120.91741,24.53104,"苗栗縣","獅潭鄉"
"對撞","2019",4,5,16,"晴","日間自然光線",60,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",63,"未使用",120.91741,24.53104,"苗栗縣","獅潭鄉"
"其他","2019",4,5,19,"晴","夜間(或隧道、地下道、涵洞)有照明",70,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",98,"不明",120.483197,22.892938,"高雄市","內門區"
"其他","2019",4,5,19,"晴","夜間(或隧道、地下道、涵洞)有照明",70,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",78,"非汽(機)車駕駛人",120.483197,22.892938,"高雄市","內門區"
"穿越道路中","2019",4,5,20,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",46,"不明",120.2461,22.85737,"高雄市","路竹區"
"穿越道路中","2019",4,5,20,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",81,"非汽(機)車駕駛人",120.2461,22.85737,"高雄市","路竹區"
"撞號誌、標誌桿","2019",4,6,0,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",27,"未使用",121.44111,25.060823,"新北市","泰山區"
"撞路樹、電桿","2019",4,6,2,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",39,"不明",120.442388,23.631972,"雲林縣","大埤鄉"
"撞路樹、電桿","2019",4,6,5,"晴","日間自然光線",40,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",20,"未使用",120.479997,24.129397,"彰化縣","線西鄉"
"同向擦撞","2019",4,6,11,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","有",18,"未使用",120.644165,24.085898,"臺中市","烏日區"
"同向擦撞","2019",4,6,11,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","有",59,"未使用",120.644165,24.085898,"臺中市","烏日區"
"撞號誌、標誌桿","2019",4,7,0,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",20,"未使用",120.544243,22.693538,"屏東縣","長治鄉"
"其他","2019",4,7,4,"晴","日間自然光線",110,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",35,"未使用",121.147611,24.806705,"新竹縣","關西鎮"
"其他","2019",4,7,4,"晴","日間自然光線",110,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",37,"未使用",121.147611,24.806705,"新竹縣","關西鎮"
"其他","2019",4,7,4,"晴","日間自然光線",110,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",32,"未使用",121.147611,24.806705,"新竹縣","關西鎮"
"其他","2019",4,7,4,"晴","日間自然光線",110,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",40,"未使用",121.147611,24.806705,"新竹縣","關西鎮"
"其他","2019",4,7,4,"晴","日間自然光線",110,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",56,"未使用",121.147611,24.806705,"新竹縣","關西鎮"
"其他","2019",4,7,4,"晴","日間自然光線",110,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",81,"非汽(機)車駕駛人",121.147611,24.806705,"新竹縣","關西鎮"
"其他","2019",4,7,4,"晴","日間自然光線",110,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",62,"非汽(機)車駕駛人",121.147611,24.806705,"新竹縣","關西鎮"
"其他","2019",4,7,4,"晴","日間自然光線",110,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",36,"非汽(機)車駕駛人",121.147611,24.806705,"新竹縣","關西鎮"
"其他","2019",4,7,4,"晴","日間自然光線",110,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",58,"非汽(機)車駕駛人",121.147611,24.806705,"新竹縣","關西鎮"
"其他","2019",4,7,8,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",58,"未使用",120.4546,23.46588,"嘉義市","東區"
"其他","2019",4,7,8,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",56,"未使用",120.4546,23.46588,"嘉義市","東區"
"穿越道路中","2019",4,7,15,"陰","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",28,"未使用",121.452619,25.036297,"新北市","新莊區"
"穿越道路中","2019",4,7,15,"陰","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",27,"非汽(機)車駕駛人",121.452619,25.036297,"新北市","新莊區"
"穿越道路中","2019",4,7,15,"陰","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",51,"非汽(機)車駕駛人",121.452619,25.036297,"新北市","新莊區"
"同向擦撞","2019",4,7,17,"晴","日間自然光線",50,"其他","迴轉道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",66,"未使用",121.479604,25.042442,"新北市","中和區"
"同向擦撞","2019",4,7,17,"晴","日間自然光線",50,"其他","迴轉道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",67,"未使用",121.479604,25.042442,"新北市","中和區"
"穿越道路中","2019",4,7,19,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",76,"未使用",121.076701,22.714419,"臺東縣","臺東市"
"穿越道路中","2019",4,7,19,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",70,"非汽(機)車駕駛人",121.076701,22.714419,"臺東縣","臺東市"
"撞交通島","2019",4,7,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","行車分向線","快慢車道分隔線","無",42,"未使用",121.496867,25.031131,"臺北市","萬華區"
"穿越道路中","2019",4,8,6,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",61,"未使用",121.419979,25.027256,"新北市","新莊區"
"穿越道路中","2019",4,8,6,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",80,"非汽(機)車駕駛人",121.419979,25.027256,"新北市","新莊區"
"路上翻車、摔倒","2019",4,8,10,"晴","日間自然光線",40,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",19,"未使用",120.800318,24.544269,"苗栗縣","苗栗市"
"其他","2019",4,8,13,"晴","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","無",60,"未使用",120.3242,22.64861,"高雄市","三民區"
"其他","2019",4,8,13,"晴","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","無",21,"未使用",120.3242,22.64861,"高雄市","三民區"
"其他","2019",4,8,13,"晴","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","無",23,"非汽(機)車駕駛人",120.3242,22.64861,"高雄市","三民區"
"撞護欄(樁)","2019",4,8,15,"晴","日間自然光線",50,"地下道","機車專用道","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",56,"未使用",121.42596,24.993918,"新北市","樹林區"
"對撞","2019",4,8,17,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",54,"未使用",121.139732,24.908138,"桃園市","楊梅區"
"對撞","2019",4,8,17,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",48,"未使用",121.139732,24.908138,"桃園市","楊梅區"
"對撞","2019",4,8,17,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",15,"非汽(機)車駕駛人",121.139732,24.908138,"桃園市","楊梅區"
"對撞","2019",4,8,17,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",59,"未使用",121.139732,24.908138,"桃園市","楊梅區"
"側撞","2019",4,9,6,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",84,"不明",120.940306,24.805105,"新竹市","香山區"
"側撞","2019",4,9,6,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",52,"不明",120.940306,24.805105,"新竹市","香山區"
"同向擦撞","2019",4,9,7,"晴","日間自然光線",50,"直路","機車優先道","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",37,"未使用",120.191259,23.030082,"臺南市","南區"
"同向擦撞","2019",4,9,7,"晴","日間自然光線",50,"直路","機車優先道","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",54,"未使用",120.191259,23.030082,"臺南市","南區"
"同向擦撞","2019",4,9,7,"晴","日間自然光線",50,"直路","機車優先道","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",63,"未使用",120.191259,23.030082,"臺南市","南區"
"追撞","2019",4,9,7,"晴","日間自然光線",50,"直路","慢車道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",43,"未使用",120.692505,24.118961,"臺中市","大里區"
"追撞","2019",4,9,7,"晴","日間自然光線",50,"直路","慢車道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",68,"非汽(機)車駕駛人",120.692505,24.118961,"臺中市","大里區"
"側撞","2019",4,9,8,"晴","日間自然光線",60,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",52,"未使用",121.202858,23.107787,"臺東縣","池上鄉"
"側撞","2019",4,9,8,"晴","日間自然光線",60,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",74,"未使用",121.202858,23.107787,"臺東縣","池上鄉"
"其他","2019",4,9,8,"晴","日間自然光線",40,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",60,"不明",121.298866,25.11663,"新北市","林口區"
"其他","2019",4,9,8,"晴","日間自然光線",40,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",23,"未使用",121.298866,25.11663,"新北市","林口區"
"側撞","2019",4,9,11,"晴","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",72,"未使用",121.511571,25.067223,"臺北市","大同區"
"側撞","2019",4,9,11,"晴","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",29,"未使用",121.511571,25.067223,"臺北市","大同區"
"側撞","2019",4,9,11,"晴","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",22,"不明",121.511571,25.067223,"臺北市","大同區"
"其他","2019",4,9,16,"晴","日間自然光線",40,"多岔路","交叉口附近","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","無",49,"未使用",121.579761,25.041192,"臺北市","信義區"
"其他","2019",4,9,16,"晴","日間自然光線",40,"多岔路","交叉口附近","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","無",71,"非汽(機)車駕駛人",121.579761,25.041192,"臺北市","信義區"
"穿越道路中","2019",4,9,22,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","快車道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",46,"未使用",120.973049,23.965091,"南投縣","埔里鎮"
"穿越道路中","2019",4,9,22,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","快車道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",55,"非汽(機)車駕駛人",120.973049,23.965091,"南投縣","埔里鎮"
"側撞","2019",4,10,6,"晴","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",60,"未使用",120.273583,22.996417,"臺南市","歸仁區"
"側撞","2019",4,10,6,"晴","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",39,"未使用",120.273583,22.996417,"臺南市","歸仁區"
"側撞","2019",4,10,6,"晴","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",10,"未使用",120.273583,22.996417,"臺南市","歸仁區"
"路口交岔撞","2019",4,10,7,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",39,"未使用",120.20016,23.113606,"臺南市","西港區"
"路口交岔撞","2019",4,10,7,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",26,"未使用",120.20016,23.113606,"臺南市","西港區"
"撞號誌、標誌桿","2019",4,10,23,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",51,"未使用",121.694122,25.083575,"基隆市","七堵區"
"撞號誌、標誌桿","2019",4,10,23,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",48,"非汽(機)車駕駛人",121.694122,25.083575,"基隆市","七堵區"
"其他","2019",4,11,3,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",25,"不明",121.435973,25.032952,"新北市","新莊區"
"穿越道路中","2019",4,11,5,"晴","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","無",43,"未使用",121.503844,25.257621,"新北市","三芝區"
"穿越道路中","2019",4,11,5,"晴","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","無",80,"非汽(機)車駕駛人",121.503844,25.257621,"新北市","三芝區"
"撞路樹、電桿","2019",4,11,7,"晴","日間自然光線",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",75,"未使用",120.71773,24.190945,"臺中市","潭子區"
"側撞","2019",4,11,9,"晴","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",57,"未使用",120.320301,23.15324,"臺南市","善化區"
"側撞","2019",4,11,9,"晴","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",39,"未使用",120.320301,23.15324,"臺南市","善化區"
"其他","2019",4,11,17,"晴","日間自然光線",50,"直路","慢車道","柏油","乾燥","良好","無號誌","無","寛式快慢車道分隔島(50公分以上)","無",65,"不明",120.313785,22.599097,"高雄市","前鎮區"
